NU_INSCRICAO,IN_TREINEIRO
d5337eca595daa130e886eac121f656eb706d0e3,False
351759081561bdf24f0267e94e19e265e7ff0848,False
0b6fe720626b7ed741a1a6f5ca9ce840d076a1a6,False
b34a447f5b6dc271d319611dc6ef13d3af1d2efa,False
44cce4bf58f9d93258c9cd70bd2c44624f4041fb,False
3b64b807f878301afc03c2cab48feacfccdde3c5,False
1b38e9a171bad34bd24b79ae9af5eafe0f1129e7,False
d3b70ed300f3783a8d35485af1bb9ab9f78c9c41,True
ebf49da24061511e3443286caada918ea1be63cf,False
b353b7cd4151be627de7525da75c8460bb845b30,False
05257c6d0269ce8d8801c414ce75739d49884edc,False
57221d5b71df6f57d093b5001b4b2507d855abf1,False
31ccc4862e782c5790d6da7847ce16f735a95b15,False
f975cf62733c2718906421d8f4a650a05eb7243f,False
b1e593a5b3ac08cf1cf2a02856eaa7fa6eb9c3db,False
d3c1f74b26e38a3e3801d961efa25140cd20dee3,False
8a273239915274947928a6bb31cc31d71178e3a7,False
1a4c52f0c0d0b5a60e139e168a0f2c061c1ecb91,False
978a5554d62ef5dfc8e03faf0637679585792079,False
366c988cd9e1c21ad2538ce871cf7b7ef084c86e,False
ffd7c97f60485bc9836f1ef6eb4932d6b06910f7,False
885f5a2d7d919e9dac10ab328e4f3d981acf4865,True
e9f8fae96e11f44c4ed62f6db4cb68fb6a689897,False
39747a2c50f95998abb08ae00abd1de222820e71,False
9ac32a127808eefc7f80763ed11a9cc42e0cbbd8,False
c6a20602c7c0bcc0438f41937414a3f2dca20b60,False
3085efdc9533c79fa973ea367635a76e5a7a522a,False
ec8c19298e92157caac75c361c6d00c1b2e5b994,False
c438163d0f140718878aa49f63122aa125406e1e,False
622010c989ff74108c7fd861b85af166dfc59d6a,True
4ab08305119741e3d1d6255899fd6c046a0f6e35,False
295b520a5ca143386a175411a8ac12c193d13cd6,False
065d8f9c3a1b8058575d666e0f6937956cb767c2,False
fe5e0302e18037886c81fd812dd61cd725834d3b,False
45957a5034782876cb62e5a5ff1df27bf45bcd61,False
79f03aa91617e84543394c9232b13d6df83342f0,False
47bf93f41884130a670392c6f2b571c655b55225,False
750433415e3fc5f3e8008f91307832324e3061f6,False
b987495721b00d06fb35ed07e928b8952308477d,False
d7a50bd86869ddc6499a06a561c1bacac09f0ec7,True
d0c238f4ea25bc4b7c66bf84c0ca6f9fc2d63803,False
6d8054a1cddba8fd652f18f463f8fd8ddecdebb3,False
cf2e82011e5bb901ab2a90ef5f898f686ea094db,False
a96748c6bcedc07d69a3f1b21c44b140ea32e6a6,False
7f1c0658eeaed3caebfd7e2d861484352c61c78c,False
6d956f6e4d0a8b1c1cadeb1bbdec495303b61f2f,False
3c6a09ba2dd30fc9614d576115979abba72a675d,False
3d78d149995232ec2e22c0b85c62e6e26ba37f78,False
81e856b47f9069a259bb9788c99793b168cd1a73,False
1aaeb8a8dde0433e22a72f0c10c6feb6711fade9,False
71bde9140072c1c1eac1b495f37a35405a414716,False
6d0f2022e0c92be3fb9d469f9eed28592979b5d5,False
9beb173ace59b0368cdc4d34ad0c1eeed1a0815e,False
10c07526cbb9abb5ed96a339e1ea6d6f44c402ed,False
b56440310136c5f2a13c4f01cf3696d5770958ae,False
2772bd8bf84a1cc6744c50bb0c2fc7106d2b50cb,False
988632678aae801df9b96b6c594ab048ab3600ba,False
b4aaef35208807b6ca34edfb4efb23c7c9c07655,False
5d53a015964b96bf16272b6f85d7c61161d802d5,False
42dd90ec298759228c5f63adf74f4ae4ab8b365d,False
a6065c1cd649a8496f0d2b269da273ffc6476140,False
c22ef810b76addb924ffa7b3d688dc83b9b3a6a9,False
b8c400c8256d7c2070d558e65c63527a346d3bc1,True
9a02dcf89b3775a9be71ebb4d6e87cdd147aa6d6,False
7ec63d526e7c3500ad0199dabcc7ca6fb2eab967,True
625b2c8e52207ac904c9869103073c6c4392e48c,False
05aef4124a7d6811c7d1747dabf90ff7ddb3a1b2,False
daf3375ea0cea289b099b4ad47d0bd70b2422ab7,False
48415acd73019336a2a515425d3e80a2b71e151c,False
ce52cc5304ee39b33e6647d1b8e10a0763e3de63,False
f53fe505580bc99eecfa034185641d227739b014,True
fac61be2d43d01b135bc98759caa9496c3e4448f,False
9752e3fd83e1bb61137f236e0e7ff9e4d329d3f1,False
098a495f04faddf27ceafefa898e17bddc53c2f6,True
12f3a5fb76d84a7a973d593dc21eeb6210e4d58e,False
08dce0fdd59e7d055fff51e795a09fa5a4967066,False
628c617b646adafc02b1e46116706ea101154963,False
625150e928309e0e81689d6b179030c2dc29d865,False
187ab923002a513935c0e8d31d5111ff8ce5c182,True
eb82ada1d0fedd408a097268c19b1d3d7c219a41,False
2fdcb6eb840ecd322e6a539af7da10467e6124bc,False
312dd0e2c82a7c34f7f4ef376c74b7f77f684bf6,False
c3c23e5dc07858b866357d5f51035546c206d65a,True
88e8beb429a76377c1d848e66ed06dc5d554c40e,False
955b48e0eea3936a6bb4473b42f845e1c66b84c7,False
e1d3542dc3dfce950903064d80708786d11a6965,False
e8327f424ae404c9152b71f67ad0513c3c63fb06,False
6ba6eebe2d376476adb2ad20aa22ec677677e1d3,False
91a140160dbf4762d164643aa6087fcc3d7adb7a,False
46e7d14afc6995e00cae5a036647bf42d1e524d6,False
d8768b558d9d991853f0e0a6c21e5bb33155f62a,False
ce149484b75caae252bef43572175a056f920d4d,False
a1ac9661e70c59f6a357c9fd557339da8c4a46ac,True
901e162886efdc8a1af303e8f37b02884947874c,False
bc0e42b1dd5fc1edbe634f67ea744eff98ccdde1,False
eea8c5535635e20442553e9dfc7432e0ac88d798,False
d6892007ae1892558713a1084802efbaba89b780,False
6852b4818afa4dfa9827fe9e21168ec849cf9b4c,False
1967c3358086fa2ff3cc6d80a76f84c80fb2de17,False
6985e623cc4132b4ff7ee33c081f87dacc816e1a,False
b6bb6baed5165477fd3440956931d88acf8b1507,False
8e915f62f1521c90fbe6a68c1d1fa56a740a5bc3,False
6898b4bd35e183b367e626dfdd20b602b409f5e2,False
da0ffc091c8788de444c4e04a26f9d0f92d18776,False
1b6177766da7750295e3548430e5f473e2e6413d,False
c0df236ea623b5df6bf82911233d3e578b1a4a3b,False
4175760b0a64dd909947a10610dead2be3cb8698,False
99d287aa716ea8e501c563af67a89a4a2d4f8506,False
fd4c74106aad6bf033193c2b1e902040b1a307bb,False
74e8e19d7f6b740d2157a91f39cdf2cddfabc0d2,False
186d38020c7b8a4c912e7cc49ea3bac709a6cfdb,False
9adba59bb8eccae8b7174eae14c8f82c57239602,False
fab28cd385ebee915cda950e648110df2ca24efd,False
f31e0f55bde4e4e886b319341ea720fca84f1261,False
61273e9c62b218ce564b0be155951799e9bac8bd,False
66d804ac257265e117c186a798479cb555f3c504,False
8835cd1685e270bab9455cccc1765190c6d39d89,True
099abbf4afa090ec646ec6ee481ebbb239524636,False
821be57dd60ee1d6f5a3b10c38af6c815797c43b,False
e9fe588fdccb6263f840568e21d56ccd2a805123,False
8458f05c16304eb7fe473c413b2d09d80f0ed9da,False
a7c9436d2bd35efb25484e6aa5f6486b8a36e9f9,False
11706acb6bdd68e753c81f1baaf5a1d417599c2a,True
e492a4c74cd2bbe048d1b08dc7bae537b6156701,False
c23e623f04831556a9a2b5d0c0b1c43f2f90b782,True
b158a8c62542420d479950c396c26e6e2bcc9901,False
668624675573edf1139ae354c13623cf925ae92a,False
cc7c9f682ef591db8fa7a543ed24fcebb22261c2,False
886e8a667bf3604a9e97de0b3fb579bce0638fe1,False
d61f5b36822754d6d01ed911bc280dbb90d9eb92,False
c66f041a03eae5bcaa6053900f30a2befda2d026,False
c50564b648609c0ab1f0c98fd5469285ee1750bb,True
474b1c89c1942dcaaf4e98352f66c0e263604d38,False
684e7934fad903189a5fff4ea401899e2c78a07f,False
8eeb457d55094e015ded54748b60eefade9c8c76,False
5e6b25b08e8ad0ad22c6667486ab7a2ecf53a770,True
7de1342cf736a9cd7d4717296bc98c08a88cc031,False
b34400829094585bceb58d4ff302172896af24e7,False
ef0002744ed73f7f718e73cbdac8fdd478b66cdd,False
a415dd85d0ab76661b4d62bfb9a6829c138e4e9a,False
dcf1b699ffbdfa58523081329beac853c6df6406,True
c7f727801dbed05f946e55932007d89dc0a61d95,False
9633527bf74751c87e91272ed1e7372d56c4ae2c,False
0f301162c63d11045d32cb5181132e6b548fde2a,False
a59bade0274b50feb84980cd6123d64d0b4bdebe,False
c2c0a7d4f7a4e9da473f62dca429e17086485791,False
5789b982407f973dd5e26747b45f6f50c194fe37,False
80df32fc74a5a6914a9751c2aeb207a460e5cdd1,False
9f1ff71167a71c07a0f1a9faf8435775d19de69f,False
b2e3f74177e315d73d1d8bef15b6d6e706c0f411,False
16b706ec44913d5e8480a9f0df86813aa985d072,False
70f4a2f3c56173d2b68d8c87b6eba2e3f1652cad,False
8d549966c29b1d9823e065d7cc714f9571afd2f2,False
92fe9be806765000440bbdaca90ff037e01df127,False
9fb53e80f0c1f2da6b33490ae707af9613a12dcb,False
2bf2a617cdc4950c51963ddaadbb95bfd3a19f16,False
0180cd62bf9039ea1847b85d17d98d7bc69dcd4d,False
be6803c4f42b671fd61e2a045fcb6c5597f946af,False
074e2f983702202ddaa8447000eb71a436c565a2,False
cf46838da8706a341224aa537233348f4af4f57d,False
d529489aa9f549882d5bc87ea3b9251794dad99e,False
4ca81f05d6498aabc1c890643e7e63d53e9db3e3,False
d7139cded33d421f753fb877bcf1e9bc89c26829,False
48988613738761d987720a9130f555ec613cf6cf,False
07b05beb1f3e6ad8887372765e83a724d0757795,False
f68636f91ed613d2b673736f54ae495c2c1d948a,False
ee217b6c2e4fa635994a8f0c19e21289a83d2515,False
0fdbc69f8887d80cb764a7ccff1929f05a6705ec,False
4a6d918c212bed952d3818d622488e89a1003807,False
14b284174181029a00c1322938142b153b82d8b5,False
114f0658bb4600098e8e9a0bc486828445c870a8,False
607b2fe69fe41f2c5439206c71b0a6119197e1d2,False
a3af7952690cfcfdb9d512c57303732bb98a2edf,False
3cc7898c0d01f6658dd4de61c4005e8e924eb493,False
eb65acec0116afa051766e53ca2848824f1c98af,False
a3124d236e2b1eb5281f0f388a733d5871f07850,False
9cef4e1f418a8b86c427367ed21573bb6ce990c6,False
0e7a0cd297332fbe3e3872ae073295c7d97b82a4,True
5be1cc89039f8c3c9719d66476a3d41065802bca,False
a6430263b5f4af81e32c6a4b00006036a69ed0a1,False
4e0681718f357a330745ebcda9ea4a787472d160,False
4cb87c39c8a315bec730f9936cc462cdd608fe7c,False
d2169e7a70858a8a144bf48b27bf8014a11352b2,False
e703d7adc91da8adc445c4d43bf9750da8c5458a,True
7e21c7015688d4df45486ffe9795adda771b5f6d,False
c8268917a788045bf0e2cfc29478ac181610e6b1,False
794b8d6e8e8a9cfe90e5575ec8f707185592a179,False
dc94a62dcf1bfdc9a82df8aa79e798b1252cf887,False
d9f41dd3a46f9a6ad1cfa22d59a5c5fe6e898f34,False
71eafe7fde76a01d6db3434fc2f16f0fc4546397,True
3c1981677c7f895d3f70bf631c55615539dd99f6,False
31cc5d8f8bfc9b74bc5aed6989669512ae966c86,True
ef8e7ddc9264cd0df51911f70597577c641b5bb5,False
1013d9de7389f86fb228e270c4f9710009f84a28,False
252a43c04855950ed1d5561bc1e7ed8f256c8f57,True
35431deddd3738ea3c9610fd21655543b8be0d76,False
424c1c31e34d24c41ef7e42512061c8903d19d92,False
5fc7100793f75820a5b51ba72f3b0735e43e3ca4,False
391652528784b8dad488f6f4a9556522f5d1f250,False
2e9ac82a9520fb53537fb12053e3df6c2ee1b7b9,False
8ce58c0f25892783df9366b1f2741e2f65f4b0b9,False
2a5fa601b75063739b17a55f227219d2b346cb7c,True
cd31e464aab5bc6507ab129435da589892a26bdb,False
eb4ce18e84ba64c07d5a784af2dedbb2bf40d28a,False
52ead0f99599968b3ced9526153ef040bf7057ff,False
c43900527cd2198e909426370d3ca1833bfa4ef7,False
30355662c515703497752e5d9106e5c7c405cb49,False
eaee4bc64e9fcd5080e1c601064ed7a4ce6e85b1,False
dd49abd06d14084df37bcbcfc390e0dc3d00c556,False
bad268b8b393179a6dcc2b0b326de0935c0af04b,False
ae2547084c6354c6f57e5fcb1e82a2e726d45157,True
b8f033260783aebeb0346c2608b5b2fc7424876c,False
1641d5da7aee5c09dd61fda8000075696d458a9f,False
495ac6cc494c9b549a75f2420ef64e832cb8c9c5,False
fe419e179018f9027a447f4d7be146e989531cfb,False
fa83d34e48aa60608a7aa1fd58caf774f5ac8b9b,False
a6501a400a05a0d9cd859dec1c481ebb5ddc0756,False
0910b28ae3c348371349cb30b4696d20bca87765,False
84e9ca056ccad195ea2e5f6785ba2c6292fac598,False
14c68639300f5092856a2092a7ade2c1c8de2d9e,False
fb80bd5b90d326702e9ddfacd193e43c031873af,False
06152e56f0821fda051ac18943af8b29fe06814c,False
2f9139a240149e4f1b8210a2bb9d733ef65f9985,True
0ab7e3ef63a5473a485060717c7363e1b7a0985e,True
b7ddb44b28de2e9d541e0f88475d50819047fc48,False
e49d62a411b2265c0f00ca1e253639427c3d6a82,False
7f39fbf42d7330bf260afc0654988a9b86d97421,False
f222b62bdef025f1fb7753d697ba4f612536fa3a,False
251330d6058e0dcbe41ae83341ef0304437978c1,False
189fe7f0f57a47442eacf235f92066ce3d94dbbc,True
61bd3a44f52b48d8be408070d976780673e424c0,False
c9b1d50a03d63ba4616b55f23f24e2672ea1c1f5,False
7ce7f333a200cc3228c8eb04299a4faa63017029,False
4cade4259625353d8eee374cd32231524a4c8ae8,False
aa4310e958a3ed581321be8a7d005417554dfe02,False
e8c50c3146c1856a0f5a9f89ed78ceb39986a686,False
497e0fa96dc46897085655bc1ee0fb45d99476e6,False
76ead9e250d0c86fb8174ce78f4c7e1ea6f9a702,False
27d923b82ce642b66ed96ba4138111a3b81f86c4,False
bfb0b347802ceda96b34c9118e479c76ad1ce129,False
cdf84df09c04b94f8e2af62ce4821fd49ee3c10c,False
e522d2a68f167e3ec38a86a94a6cc4ef7eb30706,False
6d3e598869f28e76085fe2921f2cbe62f2e1f460,False
ce905698db2f23e14315a643bf93c97716474f7e,False
36f610fea26d24c086713e091d5e72f8d97ba926,True
1bf6b1a8bc6e2619aca21666d0f1af431e524636,False
99814b769c26a35098b2949b6991d71d85020b8e,False
cabb92637958dac9abbf2b3b589fbf9e1cc8da7c,False
3a4e77c494aa267b236a93db46afaf7248749ae6,True
d1f5939fcf655dd8660c1bff2e25591ae5848457,False
f9e2ac8a13ee2798c605acebc4a6d5cb876a2c5c,False
cef820e095fb6e57c9dfbe49caa69c73bf2e1b6b,False
c7900dd2d0f0786e0c1b7abe0e4e3e4d61c8688f,False
3e84dad06c9b5fb4e71ebeb72cbc440e98433335,False
ba8fc68657c65bae1482156e3c3b1225f409b79c,False
4edcd7e5b021ec6366e576bff4dbeffc33c2476d,False
9df438a50878fa0a6d06a67a58b65898d2ef3625,False
0b0f0e1a2cc004abce231de517046b6176a112e9,False
56e07a0c84a7d724cbbb30e879ad82fbcb96c179,False
807b319ba46d68ca5ebcb662cc3d82b821d99fa6,False
fce0b5a9a5c3ea3c9d929d24bdb4291f2b5bbc28,True
74522b7218a3843ebf9f8a2e91ce7159e1288f60,False
b3ee75439f82891d41aef65826056de51c16e1d9,False
c83241f695c32f90bf2807319facf007df41d624,False
db7fde3c58d54ea3c972c197896be332226dc3a1,False
7fc9aa37a4e428522d2cb7887480a28b5bf02bfd,False
7c786b88b32bcca4448b7a82809aedf73f1ca9d4,True
7ba0c735ddc98ce59a92dc8f6ac390fbc386e0f7,False
2c1b46f4c9e3ef1249f95b6a352a5995fd648881,False
5e65bd426e09fb08dfe9a5bcd3b7380cc3713417,False
84053c3ce2a8b225ec6e6f6900f2b6cd1cd46d18,False
b50caa259595a2cd21978830a7079482c9aaf05f,False
a678add0bf2459538f071e978d6b2d03155fc93d,False
dda9ae92d9937965c3730ba5951949c582e731aa,False
ea8150420d829c9cba41c2b40dacd24fc0cf38fc,False
1c79cde63e71dbfdd36093542d7f806568e7cc16,False
78e797a2bdbb888dc20e96921b071631ac2f439f,False
da92b62367729732d291fa60ef85a9e136a53543,False
552a85338dfd4ff5cb2942c29383f59a87e77379,False
2cceb191784d24889370547c274bca4d2ca351b1,False
592a054d2de855d3963c3bb11b9e6a4840dc3af1,False
92c3dc993f035d74711832125d1c573ec5a6d6d9,False
64e4e6e52007f5d99962d427ae62fa7eb3ef0be0,True
3ea0cce2aaad06655030ebdac6bdb64358f7065c,False
7bd2f8692f7b20b966347179f7e7cfd5120fa524,False
7f27a01be1665ee97a3125ce78da6b531c8a74c1,False
6593ca787e4435b30d41312700b9ef268612b911,False
96bf0389bd04f25a73dd555c4220aee819b3cbee,False
7e6135423e2cb6a8006c1ec4327b5555f47b7257,False
6bdaaba14e4da760ff7252fb08acbe40b185e747,False
c66c136ad49281716ca10edf01e72d44141c61fe,False
a4c4de60cb1e09bcdd63e31fcc86ff7ccf97ea54,False
7d9bf14314fe1b8d8d020e0c71b18340978d6230,False
a98010b95583d42d6451f7aed755c63b04800707,False
724968dfd6bfbf1c3bcd6630fd4431a89efafadb,False
878955c5639d564548e8bc4c7174ceb02285ff24,True
d25d189ebc772879d3bea8f7ab34615294ddd9e2,False
e720db6e42ff89e9c9addf89ef8ecfc73ddecb49,False
b5b4095ca9ff035c18497bec1e8002c4666c4596,False
3a8207fa3ed93fa881db61cbed873ecde4c65345,False
8b5ef3a90f6eaed46b67d4512512912f2004bb2d,False
cdfd1eb3aa3cedaa9cb3df058bc3b7132fecabd5,False
f483b76b9ced6e63e212ca604a8295467ca80a6d,False
65feab79fd16c6d46ea083220744481ca948fcf8,False
f30b83dc58f6cde0e4ca17eee2c3d24d7027259e,False
ae996e53212f8989f9dc7761bf309bbfad2c1574,False
ef11c586a89cc887d33284c3c112af8d00ce6e60,False
8a5376360acbe53fd34f8cc595dc95ed2cffb8d7,False
14ef7094d3f81abb76d05640a6fb583b68ab2796,False
60ac2d3d1dc9500e784dd68a0dacaf38c47536c8,False
b07dd6cf4ff37bce20c8d8483ebc2ac5e241d650,False
251ee9f94072d679aa31f114ce9e11d5fb1b511a,False
dba0731ca5cd7c361f187b7ff666be9f57040b9b,False
aa97de3d1bea9ae85b52c8cbc11638f3054500f3,False
c78322bf3ce8e3b24995a22b93880f82c9052da9,False
ed26ad0678fdce4df1f32b3c6b95724c850bdb12,False
d3fdf76ecb0ee3af4dd137c4940f3328bf9e1f65,False
73de61ef5ce55a99c860b90cb6ae40cf5204c74a,False
e548c1b98c7d7bf536e8a14258b68361adab8b13,False
d7fbfc9232f2f6ece4ab8ad5822a1a23c60fea9a,False
5443c0cbce33e9fcb610be8e87799477f969dddd,True
a958dc79df25498791063227fe1bb11123ed1c4e,False
dfbb407f657b501b4adf05b4bb01601c9b3fab4f,False
8338bcf3953034073cde7b53c183ffc4322c28ea,False
bfe70c3c4cf10d2e7a1b0936feafdf5215ed1310,False
2a5f518f450c72d1c005de2b5e02628e5becd79b,False
ed9a060d99c41fbf5cdbad642bbcf25efbecebff,False
555f4f727e1a9cf240e9535034dbb44ccd697d59,False
6ed5333b6386834744747410521c57edbdecd949,False
94454199a2854f8586a6a960147a5672e48ead85,False
c51d54ada16cad6a575817219a2f0d2854d7ff94,False
4eff866853077a7f859b723f358cdcd6d6210b3e,True
0fed1d47ad46ad8143afe3a81153e9da614cb105,False
803bccad28396235b283ed24824bb9670a86fafb,False
b94ed4b03317d039e272c901ca82f474c40324c5,False
358da6d107378878291709fb9823ee6329a539d3,False
427dfd6e54f0fccbbdfff75e896582628b8f42b1,False
884b500dd95a231e5f588a3b7792a3d80a26ca51,False
eed8a888dd44a06f3bef678e890bde3326f4ec08,True
bc9165e93c67e83c0cd913046244849bbb6887ba,False
c992e0377f16046f29d0f6ae06a4c0c43983fe3b,True
c13787760d72f755223f60f7935c694962f66893,False
e8dbf426465988c5f099f0c0df1dcdf281a6daeb,False
67fcc144a44ee30b8d69c71760b54bd2e6925c29,False
1ef5fa157a8f01a0ab394978c2c27bfa55184649,False
65a04789947d4ce20b655d2d183fcc3a9eab28bb,True
c296cb821061a1c7c717f1f79adaff624c62493f,False
05b6cc28a0f72de7cf85f7c6dc3ec891960f1d46,False
31c5e37f5beef285b7155282bff809a395d3005f,False
4cbcf9c3d693a9aa1ec29b36609dd01978f40863,False
1023e27079db5dcd1ac7ae19757a08fd3294fb70,False
7fef4e4c99ad2317e672bfceab7bd24b472dbcd4,False
fe66efed6f7c7bb671b79621ca956b19d2f72f00,False
b79b2ca455ff8b1b595a8a8c7328ed9f67a19e98,False
9d24ddd5f8b6c0f3c24f6c06a28720d0605a6f7c,False
c95a8e7b49ae80ce24e93ff6b9cddcc5d9b56392,False
b043c85e38a16d5ebf1c481c453aeb904f3ba6d0,True
997817579ba302e1f4a97f34d5baf7fd05a4304b,False
a3d25b82e31d7ed1a0aaf2bfb769a2d77fe344ea,False
46fce863955b247cd5a8881cebfe88e2c015b44f,False
9cee61e83049f6e8b06468f3209503595cb33d2c,False
4b564f00210a50378ecec6901b24496525fc91fd,False
653e84bec8abc90400391f526eba30a86f5cada3,False
fe03ab7501156b5493e998caa75525265cc73cbc,False
44abc81d3f7a8701c4fc8a01c81ab11a11f7bb6b,False
e78131224a236a05ace50e8af60d615535ec6ce1,False
316a226b93d5204233d867a19df296379910efae,False
2508e1f1642ade5132e466c8c8023befb3586061,False
70a0ca32b3552858e7bc2fee5499b83e564c02fe,False
90ae229b58af5a0ec0211c426f2a456d7633f10c,False
af612e3d9972ee2c60f7fd6f96cd26e7f9aacb10,False
1094ce977f13f80e2b055b0878963dec0379fafa,False
d446594814a434390ba2404528cbb243fb8c1f52,False
1d6a0538ea8085d34730cc158f3fd9a255fd6b2f,False
0ec7f045572c1b561be2e645053effd28a2b829e,False
56eab2a992f700a3271383535064d0bed3740eb5,False
6832a7604db68ce1e54d77f3e65422ec0759d489,False
259c8b474a579631d50c4044c2437d27c3f4c3d3,False
4dca0ef86b074be8cea7c187ca81280bae50d230,True
3bd83de65c9889be3a2dc78f8aaaba72b13826de,False
5a4104856db66f8c4faab9382aa7793ef5ecd9a4,False
abc48af889a29e2c722e8f84cfac11e764409987,True
720e85c0f1b404f4ee155703a7f4c3665e20e156,False
19c8461b12d53f5f70cfb55ce60f1b481a50ad3f,False
2baa4dcc4f784cfd52191c4a33a2b16ee72f28c3,True
d9c56d01f231b13f6ed5b9f372a1ee405b612bd8,False
e43b7144ab2114086059afe2cd0813cd8e2bbde3,False
88986d6cb64676a313f5db3323d0e6ce6b023252,False
6d031249bfd5b5aac6f521c364db0122f095fe48,False
71c9abcdb8e8feed2abb1e5e228424cb957837d4,False
fc342aaf41123c51a9e91e1326066df48a843982,False
7fbf6ccad3ac43a5fd297de7627a065823e88d8e,False
347b813a879174d646a2fdc793ec7063c0753c67,False
019ed121dc7ef5c863109d542a741e73ffaa5148,False
d59e17465db891a3aa4df0597826400721cb69d5,False
c76a08df7ce7dcbed04fce803b73a2d35acb7e64,True
f4c30e5bf0ba1e6b14bea420d66d60321621e76b,False
2cd333a390a4944eaa501a4d68cd3e77d749194a,False
dab18c00b62be80e85fa3644ed5020e132bb4942,False
1bd818c7de4bc16581ee167d594eba4c82a8a169,False
dc2c6a7d8b2a7744878bdbf24a1ce50b766c408c,False
fa1355b128644c57ffd68e7ff0c2b016f2685bfe,False
c9d4c00e6504ae99a01ad56f8aa247e3f51a26f2,False
4a3d9a8ad561d7d541ccb8528b2b8b2abcb9af2c,False
6f55ee7715b4465ae9be6d3003dc1a62d3090d0a,False
ce3169b4420de98ea7b45e104ff84f25f5697019,True
e2189b744a25a9fded8900af87ef5c3d091c676c,False
77dbbe36a07338f16f4f6b24d08d724e90e6e50c,False
7b297cf8fe3b5b43a04e4e539623aa37185f5a83,False
6593791589b95c1ab4f6dc6918efc256974666db,True
3011bfa922cf30f74d011f9e3274d28d0adecd37,False
649ebdead374bb1c21f902b9fc3de6d3584672ab,False
7db22851842233aeabb8cbf05a49354e152123ee,False
1e55536500e9e8d38716535c9bdb8a1ec990efef,False
68a383f2c41b872b3c8289b64b5a781886fac35d,False
df34eea4b67a473273e0065ab563ec6b724047ad,True
48c23060841f70a0dc1192395077c7939e1e7911,False
30b7b51785faeb4e08d4222381eb7f276445dd59,True
07493efb625c987a7fdc60b251a546f9f2541051,False
4ea9a74a0a8c7030b6438ffa56fad27c292389ff,True
e0ea282aebbd41b1db57d94fa31183ec20352d73,False
